Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State
GDSI,GLOBAL DIGITAL SLTNS INC,Pink Current,0.018500,-1.726400,601631,Common Stock,USA,Florida
CSSV,CASPIAN SERVICES INC,Pink No Information,0.002100,,0,Common Stock,USA,Utah
SBOX,SUPERBOX INC,Pink No Information,0.017000,,0,Common Stock,USA,California
LSKA,LISKA BIOMETRY INC,Pink No Information,0.001500,,0,Common Stock,USA,New Hampshire
MEMI,MIRACLE ENTMT INC,Pink No Information,0.000300,50.000000,126545,Common Stock,,
GCLT,GAINCLIENTS INC,Pink No Information,0.015000,30.434800,238129,Common Stock,USA,Arizona
PRZM,PRISM TECHNOLOGIES GROUP,Pink No Information,0.020000,,0,Common Stock,USA,California
SWRI,SEAWRIGHT HOLDINGS INC,Pink No Information,0.001900,,0,Common Stock,USA,Virginia
ATCV,ATC VENTURE GROUP INC,Pink No Information,0.004000,0.000000,5000,Common Stock,USA,Minnesota
IMGI,IMAGINON INC,Pink No Information,0.001700,,0,Common Stock,USA,California
HYBE,HYBRID ENERGY HLDGS INC,Pink No Information,0.001000,0.000000,2012570,Common Stock,USA,Ohio
AMLH,AMER LEISURE HLDGS INC,Pink No Information,0.000150,50.000000,950,Common Stock,USA,Delaware
NIHK,VIDEO RIVER NETWORKS INC,Pink No Information,0.008280,-5.909100,100,Common Stock,USA,California
VSYS,VISCOUNT SYSTEMS INC,Pink No Information,0.004000,0.000000,90000,Common Stock,Canada,British Columbia
CGUD,COM-GUARD.COM INC,Pink No Information,0.001300,0.000000,425000,Common Stock,USA,California
CHFI,CHINA FINANCE INC,Pink No Information,0.002000,,0,Common Stock,China,
LNKG,LINK GROUP INC,Pink No Information,0.001000,,0,Common Stock,,
VCTY,VIDEOLOCITY INTL INC,Pink No Information,0.000150,,0,Common Stock,USA,Nevada
USCS,USCORP,Pink No Information,0.001600,,0,Common Stock,USA,Nevada
SEDN,SED INTL HOLDINGS INC,Pink No Information,0.005500,,0,Common Stock,USA,Georgia
TXHG,TX HOLDINGS INC,Pink No Information,0.008000,25.000000,1000,Common Stock,USA,Kentucky
ZMRK,ZALEMARK HOLDING CO INC,Pink Current,0.006600,10.000000,130502,Common Stock,Canada,Ontario
CYNS,CYGNUS OIL AND GAS CORP,Pink No Information,0.001500,,0,Common Stock,USA,Texas
SCNTQ,SCIENT INC,Pink No Information,0.000700,0.000000,147,Common Stock,USA,New York
NVCP,NVCN CORP,Pink No Information,0.010000,,0,Common Stock,USA,Minnesota
MRPT,MACREPORT.NET INC,Pink No Information,0.020000,,0,Common Stock,USA,New York
APVS,APPLIED VISUAL SCI INC,Pink No Information,0.001700,0.000000,4000,Common Stock,USA,Virginia
PYCT,PAYCHEST INC,Pink No Information,0.000100,9900.000000,50000,Common Stock,USA,Washington
DMDD,DIAMOND DISCOVERIES INTL,Pink No Information,0.002000,0.000000,690000,Common Stock,USA,New York
CWIR,CENTRAL WIRELESS INC,Pink No Information,0.000300,-25.000000,10085,Common Stock,USA,New Mexico
IMTS,INTERACTIVE MOTRSPRTS&ENT,Pink No Information,0.001500,87.500000,190000,Common Stock,USA,Indiana
QMDT,QUICK-MED TECHS INC,Pink No Information,0.018000,,0,Common Stock,USA,Florida
CRKT,CIRMAKER TECHNOLOGY CORP,Pink No Information,0.007960,,0,Common Stock,Hong Kong,
HCBP,HARVEST COMMUNITY BK (NJ),Pink No Information,0.002500,,0,Common Stock,USA,New Jersey
VSMD,VASAMED INC,Pink No Information,0.010600,0.000000,2500,Common Stock,USA,Minnesota
TEGR,TERRA ENGY&RES TECHS INC,Pink No Information,0.001200,,0,Common Stock,USA,New York
WNRC,WENR CORP,Pink No Information,0.003200,-5.882400,10000,Common Stock,USA,Florida
ECPN,EL CAPTN PRECIOUS MTL INC,Pink No Information,0.013300,31.683200,1172000,Common Stock,USA,Arizona
IYXI,INYX INC,Pink No Information,0.001500,,0,Common Stock,USA,New York
BZTG,BUZZ TECHNOLOGIES INC,Pink No Information,0.003100,-8.823500,4000,Common Stock,USA,Florida
PVEG,PACIFIC VEGAS GLB STR(CO),Pink Current,0.002700,,0,Common Stock,China,
BBAL,NEW YORK HEALTH CARE INC,Pink No Information,0.005000,,0,Common Stock,USA,New York
AXGC,AXIS ENERGY CORP,Pink No Information,0.001900,,0,Common Stock,Canada,British Columbia
DEQI,DIRECT EQUITY INTL INC,Pink No Information,0.002000,,0,Common Stock,USA,California
MCAP,MANGO CAPITAL INC,Pink No Information,0.016200,0.000000,10000,Common Stock,USA,New Jersey
SSVC,SECURED SERVICES INC,Pink No Information,0.001100,,0,Common Stock,USA,Virginia
PCLI,PROTOCALL TECHS INC,Pink No Information,0.000700,0.000000,640100,Common Stock,USA,Idaho
GAFL,GREAT AMER FINCL CORP,Pink No Information,0.000100,,0,Common Stock,USA,Pennsylvania
MEDT,MEDIATECHNICS CORP,Pink No Information,0.000200,,0,Common Stock,USA,Nevada
QOIL,QUEST OIL CORP,Pink No Information,0.000100,9900.000000,1506009,Common Stock,USA,Texas
WWDH,WORLDWIDE HLDGS CORP,Pink No Information,0.005300,,0,Common Stock,USA,Nevada
IVCO,INVESTCO CORP,Pink No Information,0.002500,,0,Common Stock,USA,California
SVSN,STEREO VISION ENTMT INC,Pink Current,0.010000,,0,Common Stock,USA,Nevada
SFRX,SEAFARER EXPLORATION CORP,Pink Current,0.005000,-9.090900,2448563,Common Stock,USA,Florida
ISHM,INFOSEARCH MEDIA INC,Pink No Information,0.013000,73.333300,280000,Common Stock,USA,California
PMCB,PHARMACYTE BIOTECH INC,OTCQB,0.018300,7.647100,17307119,Common Stock,USA,California
GAMN,GREAT AMER FOOD CHAIN INC,Pink No Information,0.010800,0.000000,10000,Common Stock,USA,Texas
ACGI,AMACORE GROUP INC A,Pink No Information,0.000200,,0,Common Stock,USA,Florida
BDYS,BODYSCAN CORP,Pink No Information,0.001750,-37.500000,100,Common Stock,USA,Idaho
TVOG,TURNER VALLEY OIL&GAS INC,Pink Current,0.013700,21.453900,140355,Common Stock,USA,Texas
OHBK,OLD HARBOR BANK FL,Pink No Information,0.003500,,0,Common Stock,USA,Florida
LTHUQ,LITHIUM TECH CORP,Pink No Information,0.002750,10.000000,766388,Common Stock,USA,Virginia
AOGC,AUSTRALIAN OIL&GAS CORP,Pink No Information,0.007200,,0,Common Stock,Australia,Victoria
GRST,ETHEMA HEALTH CORPORATION,Pink No Information,0.004000,8.108100,57691435,Common Stock,USA,Florida
CSYT,COMMUNICATIONS SYNRGY TCH,Pink No Information,0.004000,,0,Common Stock,,
DWIS,DINEWISE INC,Pink No Information,0.019900,,0,Common Stock,USA,New York
RPFG,RAINIER PAC FINCL GRP INC,Pink No Information,0.004000,,0,Common Stock,USA,Washington
CHLE,CENTENNIAL SPECIALTY FOOD,Pink No Information,0.011300,,0,Common Stock,USA,Colorado
HMNU,HUMAN UNITEC INTL INC,Pink Current,0.010700,-0.925900,3150,Common Stock,USA,Massachusetts
DWOG,DEEP WELL OIL & GAS INC,Pink No Information,0.015300,,0,Common Stock,Canada,Alberta
VPRO,VIROPRO INC,Pink No Information,0.000500,0.000000,345000,Common Stock,USA,California
CPSO,CAPSOURCE FINCL INC,Pink No Information,0.010500,,0,Common Stock,USA,Minnesota
SGYI,STRATEGY INTL INS GRP INC,Pink No Information,0.002000,42.857100,20000,Common Stock,Canada,Ontario
TSNP,TESORO ENTERPRS INC,Pink Limited,0.000100,0.000000,8638126,Common Stock,USA,Oklahoma
APLD,APPLIED SCIENCE PRODS INC,Pink No Information,0.012250,,0,Common Stock,USA,Tennessee
SCRH,SCORES HOLDING CO INC,Pink No Information,0.006600,22.222200,10000,Common Stock,USA,New York
VVWT,VIVA WORLD TRADE INC,Pink No Information,0.000400,,0,Common Stock,Mexico,
LGAH,LGA HOLDINGS INC,Pink No Information,0.004000,,0,Common Stock,USA,Colorado
CKCB,CLARK COUNTY BANCORP,Pink No Information,0.001100,,0,Common Stock,USA,Washington
ISAT,ISA INTERNATIONALE INC,Pink No Information,0.002100,,0,Common Stock,USA,Michigan
MRGN,MERGENCE CORP,Pink No Information,0.003500,,0,Common Stock,,
BKMM,BEKEM METALS INC,Pink No Information,0.002400,,0,Common Stock,Kazakhstan,
GEGP,GOLD ENTMT GROUP INC,Pink No Information,0.000100,0.000000,3753972,Common Stock,USA,Nevada
GRCO,GREENBELT RESOURCES CORP,Pink No Information,0.006800,,0,Common Stock,USA,California
EEGI,ELINE ENTMT GROUP INC,Pink No Information,0.000100,,0,Common Stock,USA,California
MMBF,MOMENTUM BIOFUELS INC,Pink No Information,0.007600,,0,Common Stock,USA,Colorado
XLPI,XCELPLUS INTL INC,Pink No Information,0.001000,-9.090900,2661696,Common Stock,USA,Virginia
USWF,U.S. WIND FARMING INC,Pink No Information,0.001200,,0,Common Stock,USA,Illinois
GENX,GENEX PHARMACEUTICAL INC,Pink No Information,0.010000,-9.090900,10000,Common Stock,China,
BSEG,BIG SCREEN ENTMT GRP INC,Pink No Information,0.014900,,0,Common Stock,USA,California
ATIG,ATLANTIS INTERNET GRP CP,Pink No Information,0.000200,0.000000,3081200,Common Stock,USA,Nevada
GRGG,GREEN FOR ENERGY INC,Pink No Information,0.002600,,0,Common Stock,USA,Louisiana
HCGS,HIGHCOM GLOBAL SEC,Pink No Information,0.005700,,0,Common Stock,USA,Ohio
BIEL,BIOELECTRONICS CORP,Pink Current,0.000700,-12.500000,7174868,Common Stock,USA,Maryland
FPLF,FIRST PET LIFE INC (TX),Pink No Information,0.000800,0.000000,623,Common Stock,USA,Texas
SHGY,SEARCHGUY.COM INC,Pink No Information,0.003400,,0,Common Stock,USA,California
CEOA,CEO AMERICA INC,Pink No Information,0.000700,0.000000,10000,Common Stock,USA,Nevada
TRDX,TREND EXPLORATION INC,Pink Current,0.003800,2.702700,160311,Common Stock,Taiwan,
IVME,IN VERITAS MED DIAGNOSTIC,Pink No Information,0.010700,32.098800,305334,Common Stock,United Kingdom,
NHYF,NATURAL HARMONY FOODS INC,Pink No Information,0.000700,,0,Common Stock,USA,Florida
SMRL,SIMTROL INC,Pink No Information,0.009900,58.400000,1000,Common Stock,USA,Georgia
AFTM,AFTERMASTER INC,Pink No Information,0.002650,-5.357100,832582,Common Stock,USA,California
GMZP,GEMZ CORP,Pink No Information,0.000600,20.000000,3927781,Common Stock,USA,New York
UPWT,ULTRA PURE WATER TECHS,Pink Current,0.019200,-2.538100,131071,Common Stock,USA,California
ESNR,ELECTRONIC SENSOR TECHS,Pink No Information,0.003000,87.500000,142900,Common Stock,USA,California
RWGI,RODEDAWG INTL INDUS INC,Pink No Information,0.012500,22.549000,61935,Common Stock,USA,California
ABZT,ABLAZE TECHNOLOGIES INC,Pink No Information,0.002000,,0,Common Stock,,
OBDP,ORBIT DROP INC,Pink No Information,0.001700,6.250000,26015,Common Stock,USA,Texas
SSER,STHN STAR ENERGY CORP,Pink No Information,0.001900,,0,Common Stock,USA,Texas
DKSC,DAKSHIDIN CORP,Pink Current,0.002000,-13.043500,18518627,Common Stock,USA,California
ESFS,ECO-SAFE SYSTEMS USA INC,Pink No Information,0.001200,,0,Common Stock,USA,California
NWAU,NOWAUTO INC,Pink No Information,0.013400,-9.459500,7120,Common Stock,USA,Arizona
APWL,ADVANCED PWRLN TECHS INC,Pink No Information,0.001300,,0,Common Stock,USA,Oklahoma
PRKV,PARKVIDA GROUP INC,Pink No Information,0.003700,,0,Common Stock,USA,Utah
STJO,ST JOSEPH INC,Pink No Information,0.016000,,0,Common Stock,USA,Texas
TRAE,TRITON AMER ENERGY CORP,Pink No Information,0.005000,,0,Common Stock,USA,Texas
CMNR,COMMERCE ENERGY GRP INC,Pink No Information,0.001400,,0,Common Stock,USA,California
EMRH,EMERGING HOLDINGS INC,Pink No Information,0.001400,,0,Common Stock,,
PMPG,PREMIER PRODUCTS GROUP,Pink No Information,0.007300,30.357100,5383315,Common Stock,USA,Michigan
AOLS,AEOLUS PHARMS INC,Pink No Information,0.001600,,0,Common Stock,USA,California
VYON,VIYYA TECHS INC,Pink No Information,0.003100,-20.512800,46000,Common Stock,USA,New Jersey
CSGU,CONSOL SPORTS MEDIA GRP,Pink No Information,0.013750,-19.117600,10500,Common Stock,USA,Texas
AMBD,AMER MOBILE DENTAL CORP,Pink No Information,0.001000,,0,Common Stock,USA,New York
RBSY,ROBOSERVER SYSTEMS CORP,Pink No Information,0.014000,0.000000,500,Common Stock,USA,Nevada
BNXR,BRINX RESOURCES LTD,Pink No Information,0.009000,7.142900,40100,Common Stock,USA,Michigan
NCDP,NICODROPS INC,Pink No Information,0.000300,,0,Common Stock,USA,Nevada
PKWY,PARKWAY BANK,Pink No Information,0.001500,,0,Common Stock,USA,North Carolina
DVFI,DIVERSIFIED OIL&GAS HLDGS,Pink No Information,0.000900,200.000000,5500,Common Stock,USA,Texas
CIAS,CHINA SCORE INC,Pink No Information,0.003000,,0,Common Stock,USA,Nevada
NHLG,NATL HEALTHCARE LOGISTICS,Pink No Information,0.002100,,0,Common Stock,USA,Tennessee
PVNO,PROVISION OPERATION SYS,Pink No Information,0.004000,,0,Common Stock,USA,California
TSHO,TRADESHOW MARKETING CO,Pink No Information,0.002500,,0,Common Stock,USA,Washington
SCIE,SPECTRASCIENCE INC,Pink No Information,0.000100,0.000000,2050000,Common Stock,USA,California
VRED,VIRTUAL ED LINK INC,Pink No Information,0.000400,,0,Common Stock,USA,Delaware
SCAL,STEM CELL AUTHORITY LTD,Pink No Information,0.002400,,0,Common Stock,USA,Ohio
PFMS,PAPERFREE MED SLTNS INC,Pink Current,0.003600,16.129000,5445292,Common Stock,USA,New York
BLIBQ,BB LIQUIDATING INC B,Pink No Information,0.000700,,0,Common Stock,USA,Texas
SFIO,SMOKEFREE INNOTEC INC,Pink No Information,0.002100,-4.545500,1124999,Common Stock,USA,Nevada
IPWG,INTL POWER GROUP LTD,Pink No Information,0.000200,-20.000000,4845000,Common Stock,USA,Florida
SPBV,SPORTS POUCH BEV CO INC,Pink No Information,0.001000,0.000000,253,Common Stock,USA,California
WRGL,WARRIOR GIRL CORP,Pink No Information,0.002100,,0,Common Stock,USA,Nevada
UVSS,UNIVERSAL SYSTEMS INC,Pink No Information,0.001200,,0,Common Stock,USA,Oregon
INTK,INDUSTRIAL NANOTECH INC,Pink No Information,0.002500,,0,Common Stock,USA,Florida
LOCMQ,LOCAL CORP,Pink No Information,0.000600,,0,Common Stock,USA,California
NHVP,NORTHEAST DEV CORP INC,Pink No Information,0.020000,,0,Common Stock,USA,Pennsylvania
TMGY,TERMINUS ENERGY INC,Pink No Information,0.001500,,0,Common Stock,USA,California
AMRU,AMARU INC,Pink No Information,0.003300,-52.857100,10000,Common Stock,Singapore,
SESI,SES SOLAR INC,Pink No Information,0.008000,-20.000000,1000,Common Stock,USA,Florida
AEGG,AMER ENERGY GROUP LTD,Pink No Information,0.020000,,0,Common Stock,USA,Connecticut
UNDR,UNDERSEA RECOVERY CORP,Pink No Information,0.006700,-15.189900,2924215,Common Stock,USA,Georgia
SPRL,STRAT PETROLEUM LTD,Pink No Information,0.002700,12.500000,1544137,Common Stock,USA,Wyoming
CVAS,CREATIVE VISTAS INC,Pink No Information,0.014000,,0,Common Stock,Canada,Ontario
CHOB,CHARTER OAK BANK (CA),Pink No Information,0.003100,,0,Common Stock,USA,California
EGDD,EASTERN GOLDFIELDS INC,Pink No Information,0.016300,0.000000,585,Common Stock,USA,California
SFBI,SFSB INC,Pink No Information,0.001200,,0,Common Stock,USA,Maryland
LTSC,LIGHTSCAPE TECHS INC,Pink No Information,0.005000,,0,Common Stock,USA,Nevada
ESSE,EARTH SEARCH SCI INC,Pink No Information,0.001400,,2,Common Stock,USA,Montana
FTFY,FIT AFTER FIFTY INC,Pink No Information,0.018000,,0,Common Stock,USA,
WRMA,WIREMEDIA INC,Pink No Information,0.001500,0.000000,7340,Common Stock,USA,Florida
ILST,INTL STAR INC,Pink No Information,0.000200,,0,Common Stock,USA,
RYNL,REYNALDOS MEXICAN FOOD CO,Pink No Information,0.010000,,0,Common Stock,,
RFNS,RELIANT FINCL SVC CORP,Pink No Information,0.000900,,0,Common Stock,USA,Florida
CHHL,CHINA HOLDINGS INC,Pink No Information,0.002500,,0,Common Stock,China,
SKPI,SKY PETROLEUM INC,Pink No Information,0.012500,,0,Common Stock,USA,Texas
HLCN,HOLOCO INC,Pink No Information,0.014100,,0,Common Stock,USA,New Jersey
XMET,XXSTREAM ENTMT INC,Pink No Information,0.000200,0.000000,9689643,Common Stock,USA,Nevada
AESO,ATLANTIC ENERGY SLTNS INC,Pink No Information,0.003700,,0,Common Stock,USA,New York
HSFI,HOMEMLAND SAFETY INTL INC,Pink No Information,0.001050,-25.000000,300,Common Stock,USA,Texas
PLGC,PLAYLOGIC ENTMT INC,Pink No Information,0.001000,,0,Common Stock,The Netherlands,
HBTC,HARBOURTON CAP GROUP INC,Pink No Information,0.005000,,0,Common Stock,USA,Virginia
TDYT,THERMODYNETICS INC,Pink No Information,0.007000,,0,Common Stock,USA,Connecticut
DRGV,DRAGON CAPITAL GROUP CORP,Pink No Information,0.000150,-25.000000,31500,Common Stock,China,
MTPP,MOUNTAIN TOP PPTYS INC,Pink No Information,0.009750,-12.946400,427535,Common Stock,USA,Pennsylvania
ZNNC,ZANN CORP,Pink No Information,0.003000,,3,Common Stock,USA,Nevada
SLJB,SULJA BROS BLDG SUPPLIES,Pink No Information,0.003900,0.000000,1291067,Common Stock,Canada,Ontario
CYIO,CYIOS CORP,Pink Current,0.020000,-2.912600,755385,Common Stock,USA,Florida
HPNN,HOP-ON INC,Pink Limited,0.000100,,6,Common Stock,USA,California
MCET,MULTICELL TECHS INC,Pink No Information,0.000200,0.000000,1758100,Common Stock,USA,Rhode Island
ONXC,ONYX CORP (UTAH),Pink No Information,0.000500,,0,Common Stock,USA,Utah
HYWI,HOLLYWOOD INTER INC,Pink No Information,0.000800,60.000000,545000,Common Stock,USA,California
APLN,AE HOLDING I INC,Pink No Information,0.002300,,0,Common Stock,USA,Florida
ORMTQ,ORMET CORP,Pink No Information,0.003900,,0,Common Stock,USA,Ohio
GHRI,GOLIATH RESOURCES INC,Pink No Information,0.011000,,0,Common Stock,Canada,British Columbia
VSPC,VIASPACE INC,Pink No Information,0.000610,,0,Common Stock,USA,California
NEUN,NEUROGENESIS INC,Pink No Information,0.004000,,0,Common Stock,USA,Texas
EXBX,EXOBOX TECHNOLOGIES CORP,Pink No Information,0.003400,-8.108100,392069,Common Stock,USA,California
WSRC,WSTN SIERRA RESOURCE CRP,Pink Current,0.011000,-26.174500,90773,Common Stock,USA,Colorado
JCDS,JC DATA SOLUTIONS INC,Pink No Information,0.001100,,0,Common Stock,USA,Texas
LOGL,LEGEND OIL AND GAS LTD,Pink No Information,0.000600,0.000000,5150,Common Stock,USA,Georgia
CRVH,CHILCO RIVER HLDGS INC,Pink No Information,0.005500,-42.105300,414690,Common Stock,USA,California
CGSO,CENTERGISTIC SLTNS INC,Pink No Information,0.004000,,0,Common Stock,USA,California
NUVM,NUVIM INC,Pink Current,0.006600,,0,Common Stock,USA,Delaware
AERS,AERIUS,Pink No Information,0.003000,,0,Common Stock,USA,Nevada
CFRI,CONFORCE INTL INC,Pink No Information,0.003700,311.111100,585600,Common Stock,Canada,Ontario
ENVS,ENOVA SYSTEMS INC,Pink No Information,0.007040,-36.000000,155,Common Stock,USA,California
NXSL,NEXTECH SOLUTIONS INC,Pink No Information,0.003500,,0,Common Stock,USA,Texas
CIVX,CTR INVTS&CNSLTNG INC,Pink No Information,0.000550,-21.428600,6389523,Common Stock,USA,Maryland
PTOS,P2 SOLAR INC,Pink No Information,0.002000,0.000000,10000,Common Stock,Canada,British Columbia
LNGT,LASER ENERGETICS INC,Pink No Information,0.000600,,0,Common Stock,USA,New Jersey
ACNI,AMER CMNTY NEWSPAPRS INC,Pink No Information,0.002000,,0,Common Stock,USA,Texas
HOKUQ,HOKU CORP,Pink No Information,0.003100,,0,Common Stock,USA,Hawaii
MAGP,MAGPLANE TECHNOLOGY INC,Pink No Information,0.003500,-41.666700,33600,Common Stock,USA,New Hampshire
BDCM,BROADCAST MKTNG GROUP INC,Pink No Information,0.020000,,0,Common Stock,USA,North Carolina
NMGC,NEOMAGIC CORP,Pink No Information,0.005200,,0,Common Stock,USA,California
CSOL,CHINA SLR&CLN ENGY SLTNS,Pink No Information,0.014500,0.000000,23993,Common Stock,USA,Florida
KONAQ,KONA GRILL INC,Pink No Information,0.012000,-17.241400,5497,Common Stock,USA,Arizona
NOEC,NEW ORIENTAL ENGY & CHEM,Pink No Information,0.002600,-13.333300,1175,Common Stock,China,
PTAH,PTA HOLDINGS INC,Pink No Information,0.000300,50.000000,262449612,Common Stock,USA,Wisconsin
PWLK,POWERLOCK INTL CORP,Pink No Information,0.000400,,0,Common Stock,USA,California
NBRY,NEWBERRY SPECIALTY BAKERS,Pink No Information,0.003300,,0,Common Stock,USA,Texas
MLPH,MOLECULAR PHARMACOLGY USA,Pink No Information,0.003100,,0,Common Stock,Australia,Western Australia
IRBL,INROB TECH LTD,Pink No Information,0.000600,,0,Common Stock,Israel,
ANSU,AMANASU TECHNOLOGIES CORP,Pink Current,0.020000,,0,Common Stock,USA,New York
ATYG,ATLAS TECH GROUP INC,Pink No Information,0.000100,,0,Common Stock,USA,Florida
OCBG,OC BEVERAGES INC,Pink Current,0.019900,,0,Common Stock,USA,New York
NXMR,NEXTMART INC,Pink No Information,0.004250,1.190500,182702,Common Stock,China,
NXTYQ,NEXITY FINANCIAL CORP,Pink No Information,0.005500,,0,Common Stock,USA,Alabama
CIIG,COLOR IMAGING INC,Pink No Information,0.010000,-4.761900,800,Common Stock,USA,Georgia
FRGY,FRONTIER ENERGY CORP,Pink No Information,0.000300,,0,Common Stock,Canada,Alberta
SRCH,SEARCHLIGHT MINERALS CORP,Pink No Information,0.017000,30.769200,59001,Common Stock,USA,Nevada
EGOC,ENERGY 1 CORP,Pink No Information,0.001000,0.000000,6181000,Common Stock,USA,Florida
GSDC,GOLDSANDS DEV CO,Pink No Information,0.001325,-11.666700,421190,Common Stock,Peru,
SOEN,SOLAR ENERTECH CORP,Pink No Information,0.010450,5.555600,83880,Common Stock,USA,California
IMTO,INTERMETRO COMMUNS INC,Pink No Information,0.002000,,0,Common Stock,USA,California
MDWK,MDWERKS INC,Pink No Information,0.015000,,0,Common Stock,USA,Florida
HSCC,HOMELAND SECURITY CORP,Pink No Information,0.004000,,0,Common Stock,USA,California
WPKS,WORLD POKER STORE INC,Pink No Information,0.013800,,0,Common Stock,USA,Minnesota
TRSI,TROPHY RESOURCES INC,Pink No Information,0.002000,2.564100,502230,Common Stock,USA,Georgia
TSCC,TECHNOLOGY SLTNS CO,Pink No Information,0.018000,,1,Common Stock,USA,Illinois
SKPO,SKYE PETE INC,Pink Current,0.007900,-8.139500,214581,Common Stock,USA,Texas
EGTK,ENERGTEK INC,Pink No Information,0.001400,,0,Common Stock,USA,New York
CSLI,CRITICAL SOLUTIONS INC,Pink No Information,0.005000,-7.407400,2321375,Common Stock,USA,Wyoming
MNAP,MNP PETROLEUM CORP,Pink No Information,0.001200,0.000000,10000,Common Stock,Switzerland,
PIFR,PREMIER INFORMATION MGMT,Pink No Information,0.010000,3.092800,353500,Common Stock,USA,Arizona
LTEC,LOUD TECHNOLOGIES INC,Pink No Information,0.020000,,0,Common Stock,USA,Washington
MDLH,MEDICAL INTL TECH INC,Pink No Information,0.003900,11.428600,146400,Common Stock,Canada,Quebec
CMIT,CMARK INTERNATIONAL INC,Pink No Information,0.000800,,0,Common Stock,USA,South Carolina
FLKI,FALKEN INDUSTRIES LTD,Pink No Information,0.001900,-5.000000,54000,Common Stock,USA,New Jersey
BUNM,BURNED MEDIA LTD,Pink No Information,0.000100,,0,Common Stock,USA,Nevada
GEGI,GENESIS ELECTRONICS GRP,Pink No Information,0.000300,50.000000,1216666,Common Stock,USA,Florida
ITCC,INSPRO TECHNOLOGIES CORP,Pink No Information,0.003800,,0,Common Stock,USA,Pennsylvania
WYPH,WAYPOINT BIOMED HLDGS INC,Pink No Information,0.020000,100.000000,22500,Common Stock,USA,California
AVGG,ADVANCED TECHS GROUP LTD,Pink No Information,0.003500,,0,Common Stock,USA,New Jersey
CAPB,CAPITALSOUTH BANCORP,Pink No Information,0.005000,,0,Common Stock,USA,Alabama
ENAB,ENABLE HOLDINGS INC,Pink No Information,0.002200,,0,Common Stock,USA,Illinois
VCTL,RAINMAKER SYSTEMS INC,Pink No Information,0.002200,4.761900,29400,Common Stock,USA,California
UAPC,UNITED AMERICAN PETR,Pink No Information,0.009400,-8.737900,2076077,Common Stock,USA,Florida
GLRP,GLEN ROSE PETE CORP,Pink No Information,0.000600,0.000000,1000,Common Stock,USA,Texas
COGV,COGNITIV INC,Pink No Information,0.010000,,0,Common Stock,USA,Florida
TPIL,TPI INTL INC,Pink No Information,0.005000,,0,Common Stock,USA,California
NRPR,NUTRI PHARMS RESH INC,Pink No Information,0.010000,,0,Common Stock,USA,Nevada
PRRY,PLANET RES RECOVERY INC,Pink No Information,0.005000,0.000000,20000,Common Stock,USA,Texas
GEOR,GEOPETRO RES CO,Pink No Information,0.001100,,0,Common Stock,USA,California
GYPHQ,GRYPHON GOLD CORP,Pink No Information,0.004000,,0,Common Stock,USA,Nevada
HXPN,HARRIS EXPLORATION INC,Pink No Information,0.015000,,0,Common Stock,USA,Oklahoma
SPMI,SPEEDEMISSIONS INC,Pink No Information,0.002000,,0,Common Stock,USA,Georgia
SRSR,SARISSA RESOURCES INC,Pink No Information,0.001200,0.000000,253000,Common Stock,Canada,Ontario
HYPF,HYPOWER FUEL INC,Pink No Information,0.002000,-37.500000,105000,Common Stock,Canada,Alberta
ISML,ISM INTERNATIONAL INC,Pink No Information,0.015000,,0,Common Stock,USA,Florida
DBGF,PANEX RESOURCES INC,Pink No Information,0.001500,,0,Common Stock,Monaco,
IFBC,ITALIAN FOOD & BEV CORP,Pink Current,0.003560,3.188400,85200,Common Stock,USA,New York
PCBN,PIEDMONT CMNTY BK GRP GA,Pink No Information,0.007100,,0,Common Stock,USA,Georgia
LYJN,LYRIC JEANS INC,Pink No Information,0.000305,1.666700,20000,Common Stock,USA,California
BSGC,BIGSTRING CORP,Pink No Information,0.003600,,0,Common Stock,USA,New Jersey
AVTI,AVITAR INC,Pink No Information,0.000300,-25.000000,1602,Common Stock,Canada,Alberta
DGNG,DIGUANG INTL DEV CO LTD,Pink No Information,0.009000,,0,Common Stock,China,
ARGL,ARGYLE SECURITY INC,Pink No Information,0.019100,,0,Common Stock,USA,Texas
ARVY,ALLIANCE RECOVERY CORP,Pink No Information,0.017000,0.000000,70000,Common Stock,USA,Michigan
VSTR,VALUESETTERS INC,Pink Current,0.004200,5.000000,65000,Common Stock,USA,Massachusetts
OHAQ,ORACLE HEALTHCARE ACQSTN,Pink No Information,0.002000,,0,Common Stock,USA,Connecticut
NPTH,NORTHERN POTASH CO,Pink No Information,0.003400,,0,Common Stock,Russia,
WCBH,WCB HOLDINGS INC,Pink No Information,0.002600,,0,Common Stock,USA,California
SVSO,SHEERVISION INC,Pink No Information,0.020000,,0,Common Stock,USA,California
BMGP,BIOMAGNETICS DIAGNOSTICS,Pink No Information,0.002000,-9.090900,1211900,Common Stock,USA,California
SMME,SMARTMETRIC INC,OTCQB,0.010800,-14.285700,85214,Common Stock,USA,Nevada
IGPK,INTEGRATED CANNABIS SLTNS,Pink No Information,0.001200,0.000000,628960,Common Stock,USA,Florida
CRRSQ,CORPORATE RESOURCE SVCS,Pink No Information,0.000650,,0,Common Stock,USA,New York
GNPG,GREEN PLANET GROUP INC,Pink No Information,0.009500,,2,Common Stock,USA,Arizona
