Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State
EENC,EMERGENT ENERGY CORP,Pink No Information,0.012000,,0,Common Stock,Canada,British Columbia
CBMJ,CANNA CONSUMER GOODS INC,Pink Current,0.014900,-6.289300,82153,Common Stock,USA,Florida
GRYEF,AU MIN AFRICA PTY LTD,Pink No Information,0.002000,,0,Common Stock,USA,Arizona
RMTD,REMOTE DYNAMICS INC,Pink No Information,0.000100,,0,Common Stock,USA,Texas
RCMH,REACH MESSAGING HLDGS INC,Pink No Information,0.000100,0.000000,1450000,Common Stock,USA,Virginia
SODE,SOCIAL DETENTION INC,Pink Current,0.010000,,0,Common Stock,USA,California
PROT,PROTEONOMIX INC,Pink No Information,0.005500,,0,Common Stock,USA,New Jersey
NRCD,NASHVILLE RECORDS INC,Pink No Information,0.002500,,0,Common Stock,USA,Florida
CEOS,CECORS INC,Pink No Information,0.004000,-28.571400,2142000,Common Stock,Canada,Ontario
TDCH,30DC INC,Pink No Information,0.008900,,0,Common Stock,USA,New York
MTPR,METAPOWER INTL INC NEW,Pink No Information,0.000750,-14.285700,1500,Common Stock,USA,Washington
MDTC,MEDIA TECHS INC,Pink No Information,0.016800,,0,Common Stock,USA,California
CNBI,CHINA BCT PHARMACY GRP,Pink No Information,0.003400,,25,Common Stock,China,
LLBO,LIFELINE BIOTECHS INC NEW,Pink No Information,0.000900,,8,Common Stock,USA,Nevada
HQGE,HQ GLOBAL EDUCATION INC,Pink Current,0.000300,-25.000000,10560000,Common Stock,USA,California
SHMN,SOHM INC,Pink No Information,0.000600,-14.285700,11337642,Common Stock,USA,California
WDKA,PANACHE BEVERAGE INC,Pink No Information,0.007000,,0,Common Stock,USA,New York
REPO,NATIONAL ASSET RECOVERY,Pink No Information,0.013500,,0,Common Stock,USA,California
VIDA,VIDAROO CORP,Pink No Information,0.001900,5.555600,350000,Common Stock,USA,Florida
CCWF,CHURCH & CRAWFORD INC NEW,Pink No Information,0.003900,56.000000,778337,Common Stock,Canada,Ontario
MCIM,MACAU CAP INVSTS INC NEW,Pink No Information,0.010200,,0,Common Stock,USA,Texas
KNKT,KUNEKT CORP,Pink No Information,0.002000,0.000000,1822,Common Stock,USA,Nevada
PLPL,PLANDAI BIOTECHNOLOGY INC,Pink No Information,0.000400,33.333300,715865,Common Stock,United Kingdom,England
HRTT,HEART TRONICS INC,Pink No Information,0.012000,,0,Common Stock,USA,California
GWTI,GREENWAY TECHNOLOGIES INC,OTCQB,0.015100,-5.625000,311204,Common Stock,USA,Texas
NUVI,EMO CAPITAL CORP,Pink No Information,0.004300,,0,Common Stock,China,
LICH,LIVECHAIN INC,Pink Current,0.019000,58.333300,7009,Common Stock,USA,Nevada
NSPT,NEWRON SPORT,Pink No Information,0.000100,100.000000,1350000,Common Stock,USA,Nevada
LVVV,LIVEWIRE ERGOGENICS INC,Pink Current,0.005100,-5.555600,2676505,Common Stock,USA,California
PSFT,POWERSAFE TECH CORP,Pink No Information,0.010000,,0,Common Stock,USA,New Jersey
NILA,NILAM RESOURCES INC,Pink No Information,0.016000,,0,Common Stock,USA,Wyoming
VSYM,VIEW SYSTEMS INC,Pink Current,0.000500,0.000000,100108144,Common Stock,USA,Maryland
USPS,ULTIMATE SPORTS INC,Pink No Information,0.020000,,0,Common Stock,USA,Indiana
CONC,CONECTISYS CORP,Pink No Information,0.004900,0.000000,158,Common Stock,USA,California
GNGR,GUNTHER GRANT INC,Pink No Information,0.001200,-57.142900,2281073,Common Stock,USA,Nevada
WCYN,WEST CANYON ENERGY CORP,Pink No Information,0.008290,,0,Common Stock,USA,Texas
HLXW,HELIX WIND CORP,Pink No Information,0.000100,0.000000,100000,Common Stock,USA,California
SNMN,SNM GLOBAL HOLDINGS,Pink Current,0.000900,28.571400,149654633,Common Stock,USA,Florida
GLCO,GLOBAL LINKS CORP,Pink No Information,0.001200,-7.692300,13565087,Common Stock,USA,Nevada
VNTA,VENTANA BIOTECH INC,Pink No Information,0.005800,-1.694900,53627,Common Stock,Switzerland,
FEWP,FAR EAST WIND POWER CORP,Pink No Information,0.000900,,0,Common Stock,China,
BGEM,BLUE GEM ENTERPRISE,Pink No Information,0.001600,,0,Common Stock,USA,Florida
RGBOQ,REGEN BIOLOGICS INC NEW,Pink No Information,0.012320,-52.615400,5000,Common Stock,USA,New Jersey
GNCP,GNCC CAPITAL INC,Pink No Information,0.000100,,0,Common Stock,USA,Nevada
ESYL,EASYLINK SOLUTIONS CORP,Pink Limited,0.003500,0.000000,10000,Common Stock,Israel,
FMBV,FULL MOTION BEVERAGE INC,Pink No Information,0.003200,0.000000,20000,Common Stock,USA,New York
UAMM,UA MULTIMEDIA INC,Pink No Information,0.001300,-18.750000,927335,Common Stock,USA,California
NHMD,NATE'S FOOD CO,Pink No Information,0.000550,,0,Common Stock,USA,California
EFLS,EXERCISE FOR LIFE SYS INC,Pink No Information,0.003900,,0,Common Stock,USA,North Carolina
MTXS,MATCHES INC,Pink No Information,0.008000,,0,Common Stock,USA,North Carolina
ASZP,JV GROUP INC,Pink No Information,0.020000,233.333300,5000,Common Stock,USA,Colorado
STZU,SUN TZU CORP,Pink No Information,0.000750,7.142900,56000,Common Stock,USA,New York
WPHM,WINSTON PHARMS INC,Pink No Information,0.008000,,0,Common Stock,USA,Illinois
MLWN,MALWIN VENTURES INC,Pink No Information,0.003700,,0,Common Stock,USA,Nevada
BRNW,BRAINYBRAWN INC,Pink No Information,0.000300,,0,Common Stock,USA,Nevada
WEQL,WELLQUEST MED&WELLNESS,Pink No Information,0.003200,3.225800,15000,Common Stock,USA,Arkansas
UCPA,UNITED COMMUNS PRTNRS,Pink Current,0.004000,-13.043500,618217,Common Stock,USA,New York
ESPIQ,ESP RESOURCES INC,Pink No Information,0.000500,,0,Common Stock,USA,Louisiana
GCGX,GLOBAL CONSORTIUM INC,Pink Current,0.000700,-12.500000,29207355,Common Stock,USA,Florida
CRSM,CARSMARTT INC,Pink Current,0.006000,0.000000,1919270,Common Stock,USA,Florida
EQLB,EQ LABS INC,Pink No Information,0.003000,25.000000,23000,Common Stock,USA,Nevada
ONCP,141 CAPITAL INC,Pink No Information,0.000100,,0,Common Stock,USA,Illinois
GFGU,GETFUGU INC,Pink No Information,0.001100,10.000000,1000,Common Stock,USA,California
BONZ,BONANZA GOLDFIELDS CORP,Pink Current,0.002300,2.222200,1914890,Common Stock,USA,Nevada
OMVE,OMNI VENTURES INC,Pink No Information,0.000600,20.000000,100,Common Stock,USA,Kansas
NEVE,NEVO ENERGY INC,Pink No Information,0.010000,,0,Common Stock,USA,California
BKEN,BAKKEN ENERGY CORP,Pink No Information,0.000600,100.000000,412005,Common Stock,USA,Nevada
EWKS,EARTHWORKS ENTMT NEW,Pink No Information,0.000100,,0,Common Stock,USA,Texas
PRMK,PROCENCEPT MKTNG GRP NEW,Pink No Information,0.010300,0.000000,266800,Common Stock,USA,Indiana
SPOI,SPO NETWORKS INC,Pink No Information,0.000700,75.000000,33973035,Common Stock,USA,Arkansas
OSCN,ONESCREEN INC,Pink No Information,0.011000,,0,Common Stock,USA,California
UNSS,UNIVERSAL SOLAR TECH INC,Pink No Information,0.005000,-13.793100,684850,Common Stock,USA,Texas
CBNT,C-BOND SYSTEMS INC,Pink Current,0.009500,-5.000000,179000,Common Stock,USA,Texas
VSMR,VERIFY SMART CORP,Pink No Information,0.013000,,0,Common Stock,USA,New Jersey
ICNN,INCOMING INC A,Pink No Information,0.006000,,0,Common Stock,USA,New York
TICJ,TRITENT INTL CORP,Pink No Information,0.002700,,0,Common Stock,USA,Illinois
DEWM,DEWMAR INTL BMC INC,Pink No Information,0.000400,0.000000,120000,Common Stock,USA,Mississippi
IPRC,IMPERIAL RESOURCES INC,Pink No Information,0.006500,-17.721500,1617878,Common Stock,USA,Texas
BMMX,BIOMIMIX INC,Pink No Information,0.004100,,0,Common Stock,USA,Virginia
PNGM,PENGRAM CORP,Pink No Information,0.001500,,0,Common Stock,USA,Washington
IFCI,IFCI INTERNATIONAL CORP,Pink No Information,0.010000,,0,Common Stock,Canada,Saskatchewan
STWC,STWC HOLDINGS INC,Pink No Information,0.001100,0.000000,5184729,Common Stock,USA,Colorado
WOLV,WOLVERINE TECH CORP,Pink No Information,0.002450,0.000000,250,Common Stock,Canada,British Columbia
TTCM,TAUTACHROME INC,Pink Current,0.007700,-7.228900,14344921,Common Stock,USA,Arizona
BSTK,BRITE-STRIKE TACTICAL INC,Pink No Information,0.012300,2.500000,364327,Common Stock,USA,Massachusetts
DEER,DEER CONSUMER PRODS INC,Pink No Information,0.011600,-3.333300,11037,Common Stock,Canada,British Columbia
MJNA,MEDICAL MARIJUANA INC,Pink Current,0.013500,-1.818200,6170150,Common Stock,USA,California
CPQQ,CHINA POWER EQUIPMENT INC,Pink No Information,0.003700,,0,Common Stock,China,
CAVR,CAVU RESOURCES INC,Pink Current,0.011500,9.523800,1584006,Common Stock,USA,Nevada
NWGC,NEW WORLD GOLD CORP,Pink No Information,0.000100,-33.333300,6000000,Common Stock,USA,Florida
DUTV,DIGITAL UTIL VNTRS INC,Pink No Information,0.000400,-20.000000,8000,Common Stock,USA,Massachusetts
CCTR,CHINA CRESCENT ENTERP INC,Pink No Information,0.000800,0.000000,2260107,Common Stock,USA,Texas
MNGG,MINING GLOBAL INC,Pink No Information,0.000100,,0,Common Stock,USA,Arizona
CHNGQ,CHINA NATURAL GAS INC,Pink No Information,0.005000,,0,Common Stock,China,
IFUS,IMPACT FUSION INTL INC,Pink No Information,0.001300,,0,Common Stock,USA,Louisiana
CBYI,CAL-BAY INTL INC,Pink No Information,0.000300,0.000000,200025,Common Stock,USA,Colorado
SRCX,STONEBRIDGE RES EXPLS LTD,Pink No Information,0.006000,,2,Common Stock,Canada,Ontario
DTSL,DELIVERY TECHNOLOGY SLTNS,Pink No Information,0.000100,,0,Common Stock,USA,Florida
RNWB,RENEWABLE CORP,Pink No Information,0.001600,-46.666700,7500,Common Stock,USA,Florida
ISHI,ISLET HOLDINGS INC,Pink No Information,0.020000,,0,Common Stock,USA,Colorado
GGII,GREEN GLOBE INTL INC NEW,Pink No Information,0.000100,-50.000000,120800,Common Stock,USA,Kansas
WARM,COOL TECHNOLOGIES INC,OTCQB,0.018500,1.092900,572210,Common Stock,USA,Florida
HALB,HALBERD CORP,Pink Current,0.006000,20.000000,52152161,Common Stock,USA,Pennsylvania
WWPW,WIND WORKS POWER CORP,Pink No Information,0.006900,-1.428600,3000,Common Stock,Canada,Ontario
NMOC,NEMO MOTORS CORP,Pink No Information,0.000600,,0,Common Stock,USA,California
SNVP,SAVOY ENERGY CORP NEW,Pink No Information,0.000900,-10.000000,68843395,Common Stock,USA,Texas
GOGY,GOLDEN GRAIL TECH CORP,Pink No Information,0.006000,,0,Common Stock,USA,Florida
IDLM,IDLE MEDIA INC,Pink No Information,0.005350,,0,Common Stock,USA,Pennsylvania
EKNL,EKO INTERNATIONAL CRP NEW,Pink No Information,0.013750,,0,Common Stock,Canada,Ontario
FDFT,FOODFEST INTL 2000 INC,Pink No Information,0.000200,,0,Common Stock,USA,California
CANX,CANNAWAKE CORP,Pink No Information,0.003600,,0,Common Stock,USA,California
ADSV,ALLIED SEC INNOVATINS NEW,Pink No Information,0.001100,,1,Common Stock,USA,New Jersey
PMOZ,PRISMONE GROUP INC,Pink No Information,0.003300,,0,Common Stock,USA,Florida
OCTX,OCTAGON 88 RESOURCES INC,Pink No Information,0.010000,,0,Common Stock,Switzerland,
BEMG,BETA MUSIC GROUP INC,Pink Current,0.003200,,0,Common Stock,USA,Florida
COHG,CHEETAH OIL & GAS LTD NEW,Pink No Information,0.010000,47.058800,6378,Common Stock,Canada,British Columbia
RITT,RIT TECHNOLOGIES LTD,Pink No Information,0.016100,,0,Common Stock,Israel,
MAXD,MAX SOUND CORPORATION,Pink Current,0.000100,-33.333300,1770444,Common Stock,USA,California
XTRM,EXTREME BIODIESEL INC,Pink Current,0.009300,-13.888900,29314429,Common Stock,USA,Nevada
TAER,TARSIER LTD,Pink No Information,0.002300,0.000000,100,Common Stock,USA,New York
LBSR,LIBERTY STAR URANIM NEW,Pink Current,0.000900,0.000000,4973016,Common Stock,USA,Arizona
BICB,BIOCUBE INC,Pink No Information,0.006000,,0,Common Stock,USA,Arizona
MSAH,MAN SHING AGRICULTRL HLDG,Pink No Information,0.003500,,0,Common Stock,China,
NTLK,NET TALK.COM INC,Pink No Information,0.005100,,0,Common Stock,USA,Florida
AFOM,ALL FOR ONE MEDIA CORP,Pink No Information,0.000100,0.000000,1300500,Common Stock,USA,New York
NUEC,NUEARTH CORP,Pink No Information,0.001400,,0,Common Stock,USA,Florida
ENCC,ENCOMPASS COMPLIANCE CP,Pink No Information,0.000900,-25.000000,610000,Common Stock,USA,North Carolina
FCCN,SPECTRAL CAPITAL CORP,Pink Current,0.004500,,11,Common Stock,USA,Washington
SNDZ,SUNRIDGE INTL INC,Pink No Information,0.003000,,0,Common Stock,USA,Arizona
CHNC,CHINA INFRASTRCTR CONS CP,Pink Current,0.000600,9.090900,53282943,Common Stock,USA,Texas
TVER,TERRACE VENTURES INC NEW,Pink No Information,0.003500,,0,Common Stock,Australia,Western Australia
EDMCQ,EDUCATION MGMT CORP,Pink No Information,0.001380,25.454500,8000,Common Stock,USA,Pennsylvania
LATF,LATTENO FOOD CORP,Pink No Information,0.000100,9900.000000,2373600,Common Stock,USA,Colorado
ZSTN,ZSTAR ENTERPRISES INC,Pink No Information,0.012100,,0,Common Stock,China,
SBAY,SUBAYE INC,Pink No Information,0.002300,,19,Common Stock,China,
CWNR,CROSSWIND RENEWABLE ENGY,Pink Current,0.005520,,0,Common Stock,USA,Florida
TEGY,TRANSACT ENERGY CORP,Pink Limited,0.014300,,0,Common Stock,USA,Texas
MLMN,MILLENNIUM PRIME INC,Pink No Information,0.004000,,0,Common Stock,USA,Florida
OPTL,OPTIMUM INTRACTVE USA NEW,Pink No Information,0.000200,0.000000,110000,Common Stock,USA,California
LRDC,LAREDO OIL INC,Pink Current,0.015200,12.592600,2000,Common Stock,USA,Colorado
KLTI,KLAUSTECH INC,Pink No Information,0.007500,,0,Common Stock,USA,Texas
SDNI,SCANDIA INC NEW,Pink No Information,0.003000,,0,Common Stock,USA,Florida
TXCCQ,TRANSWITCH CORP,Pink No Information,0.001750,29.629600,105420,Common Stock,USA,Connecticut
ARBI,ARBIOS SYSTEMS INC NEW,Pink No Information,0.004100,,0,Common Stock,USA,New Jersey
CHCC,CHINA CHEMICAL CORP,Pink No Information,0.006000,,0,Common Stock,China,
STEV,STEVIA CORP,Pink No Information,0.002000,-9.090900,177604,Common Stock,USA,Indiana
AGSO,AGRISOLAR SOLUTIONS INC,Pink No Information,0.015000,42.857100,326600,Common Stock,USA,Colorado
LUCC,LUCA INC,Pink No Information,0.007500,,0,Common Stock,China,
VSST,VOICE ASSIST INC,Pink No Information,0.010000,,0,Common Stock,USA,California
GCFB,GRANITE CTY FOOD&BRWY LTD,Pink No Information,0.019200,,0,Common Stock,USA,Minnesota
AMCF,ANDATEE CHINA MARINE FUEL,Pink No Information,0.003400,,0,Common Stock,China,
WLAN,WIALAN TECHNOLOGIES INC,Pink No Information,0.000500,-16.666700,1000000,Common Stock,USA,Florida
GRNH,GREENGRO TECHS INC,Pink Limited,0.002200,0.000000,2939805,Common Stock,USA,California
OMAGQ,OMAGINE INC,Pink No Information,0.006000,,0,Common Stock,USA,New York
CGRA,CGROWTH CAPITAL INC,Pink Current,0.003300,-5.714300,31188,Common Stock,USA,Washington
TSSP,TRENDSETTER SOLAR PRD INC,Pink No Information,0.001800,,0,Common Stock,USA,California
BROE,BARON ENERGY INC,Pink No Information,0.008000,,10,Common Stock,USA,Texas
PTTN,PATTEN ENE SOL GRP INC,Pink No Information,0.000100,0.000000,818000,Common Stock,USA,Illinois
BNYN,BANYAN CORP (ORE),Pink No Information,0.000100,,0,Common Stock,USA,Florida
SUVZ,SUVANZA,Pink No Information,0.006300,,0,Common Stock,USA,Florida
ENCB,ENCORE BRANDS INC,Pink No Information,0.003300,,0,Common Stock,USA,Nevada
AOXG,AOXING PHARM CO INC,Pink No Information,0.010745,-6.565200,1015,Common Stock,USA,California
JTBK,JETBLACK CORP,Pink Current,0.016050,,0,Common Stock,USA,Oregon
HWSY,HAWK SYSTEMS INC,Pink No Information,0.002700,-16.666700,10000,Common Stock,USA,Florida
BWAV,BETAWAVE CORP,Pink No Information,0.004000,,0,Common Stock,USA,California
ICOA,ICOA INC,Pink No Information,0.000100,0.000000,100000,Common Stock,USA,Rhode Island
UCSO,UNITED CONSORTIUM LTD,Pink No Information,0.007000,233.333300,82001,Common Stock,USA,Florida
CNWT,CISTERA NETWORKS INC,Pink No Information,0.006800,,0,Common Stock,USA,Texas
VMHG,VICTORY MARINE HLDGS CORP,Pink No Information,0.004800,,0,Common Stock,USA,Florida
LBRG,LADYBUG RES GROUP INC,Pink No Information,0.009500,2.150500,65153,Common Stock,USA,Nevada
NGMC,NEXT GENERATION MGMT,Pink No Information,0.001500,,0,Common Stock,USA,Virginia
VCLD,VERECLOUD INC,Pink No Information,0.002500,,0,Common Stock,USA,Colorado
CRMBQ,CRUMBS BAKE SHOP INC,Pink No Information,0.002600,,0,Common Stock,USA,New York
AURT,ATTUNE RTD,Pink No Information,0.000800,14.285700,100100,Common Stock,USA,California
KSIH,KS INTERNATIONAL HLDG INC,Pink Limited,0.013500,-28.947400,5500,Common Stock,Taiwan,
QING,QINGDAO FOOTWEAR INC,Pink No Information,0.015000,,0,Common Stock,China,
HEME,HEALTHMED SVCS LTD,Pink No Information,0.001100,-12.698400,459444,Common Stock,USA,California
WOGI,WORLD OIL GROUP INC,Pink No Information,0.000800,14.285700,17502834,Common Stock,USA,Florida
PTEL,PEGASUS TEL INC,Pink No Information,0.000100,,0,Common Stock,USA,Connecticut
CCOB,CENTURY COBALT CORP,Pink No Information,0.012900,0.000000,100,Common Stock,USA,California
TFBN,TFN FOOTBALL NETWORK,Pink No Information,0.000150,,0,Common Stock,USA,California
CGNH,CARDIOGENICS HLDGS INC,Pink No Information,0.015000,,0,Common Stock,Canada,Ontario
ECMH,ENCOMPASS HLDGS INC,Pink No Information,0.000200,0.000000,5650450,Common Stock,USA,Nevada
XTEG,XT ENERGY GROUP INC,Pink Current,0.015000,,0,Common Stock,China,
TSNI,TECHNISCAN INC,Pink No Information,0.001600,0.000000,2500,Common Stock,USA,Utah
XMEX,XEMEX GROUP INC,Pink No Information,0.010000,,2,Common Stock,USA,New York
JAGR,GREEN STREET CAPITAL CORP,Pink No Information,0.003100,,0,Common Stock,USA,Florida
LIGA,LIG ASSETS INC,Pink Current,0.002300,4.545500,876855,Common Stock,USA,Tennessee
EVUS,EV CHARGING USA INC,Pink No Information,0.001100,-4.347800,872344,Common Stock,USA,Illinois
STIE,SANTARO INTERACTIVE ENTMT,Pink No Information,0.004000,-33.333300,50000,Common Stock,China,
LGTT,LIGATT SECURITY INTL INC,Pink No Information,0.000100,,0,Common Stock,USA,Georgia
PLYZ,PLYZER TECHNOLOGIES INC,Pink Current,0.000200,0.000000,63924850,Common Stock,Canada,Ontario
RGIN,REGENICIN INC,Pink Current,0.012000,,0,Common Stock,USA,New Jersey
MDIN,MEDGEN INC,Pink No Information,0.000100,0.000000,2420,Common Stock,Canada,Ontario
ENDO,ENDOCAN CORP,Pink No Information,0.006900,25.454500,29781409,Common Stock,USA,Colorado
AWON,A-1 GROUP INC,Pink No Information,0.002500,-7.407400,636416,Common Stock,USA,Florida
CTYX,CONNECTYX TECHS HLDGS INC,Pink Current,0.011800,19.191900,2604480,Common Stock,USA,Florida
VPOR,VAPOR GROUP INC,Pink No Information,0.000200,100.000000,1951950,Common Stock,USA,Florida
ALAN,ALANCO TECHS INC,Pink No Information,0.007000,,0,Common Stock,USA,Arizona
HLMB,SWIFTSURE INTL INC,Pink No Information,0.011000,,0,Common Stock,USA,Nevada
PTAM,POTASH AMERICA INC,Pink Current,0.010400,5.050500,183,Common Stock,USA,Florida
OOGI,C2E ENERGY INC,Pink No Information,0.006000,,0,Common Stock,South Africa,
EXMT,ANYTHING TECHS MED INC,Pink No Information,0.000600,-14.285700,3461678,Common Stock,USA,California
SCFR,SECURITY FIRST INT HL NEW,Pink No Information,0.017000,,0,Common Stock,USA,Florida
PVSP,PERVASIP CORP NEW,Pink No Information,0.000100,,0,Common Stock,USA,New York
STRH,STAR8 CORP,Pink No Information,0.001500,,0,Common Stock,Canada,Ontario
RIBS,SOUTHERN CONCEPTS RES GRP,Pink No Information,0.004000,8.843500,47113,Common Stock,USA,Colorado
SEVA,SEAWAY VALLEY CAP CRP NEW,Pink No Information,0.002700,0.000000,65000,Common Stock,USA,New York
PVRS,PROVIDENCE RESOURCES INC,Pink No Information,0.004900,63.333300,11000,Common Stock,USA,Texas
ICBU,IMD COMPANIES INC,Pink No Information,0.000300,0.000000,2175665,Common Stock,USA,California
IKMA,MEDTINO INC,Pink No Information,0.011000,,0,Common Stock,USA,Florida
IJJP,IJJ CORP,Pink No Information,0.001100,-8.333300,66999409,Common Stock,USA,Maryland
BFCH,BITFRONTIER CAPITAL HLDGS,Pink Limited,0.012800,-1.538500,2373424,Common Stock,USA,Virginia
AAGC,ALL AMERICAN GOLD CORP,Pink No Information,0.001100,-26.666700,98005935,Common Stock,USA,Wyoming
HBMK,HUBEI MINKANG PHARM LTD,Pink No Information,0.010000,,0,Common Stock,Singapore,
XTPT,XTRA ENERGY CORP,Pink No Information,0.002300,,0,Common Stock,Canada,Manitoba
WSHE,GREENLINK INTL INC,Pink No Information,0.017200,,0,Common Stock,USA,Washington
MSMY,MC ENDEAVORS INC,Pink No Information,0.001500,0.000000,710785,Common Stock,USA,California
IKTO,ITOKK INC,Pink No Information,0.000900,125.000000,24164844,Common Stock,Canada,British Columbia
RIGH,RIGHTSMILE INC,Pink No Information,0.000100,9900.000000,330000,Common Stock,USA,California
ACRB,ASIA CARBON INDUSTRIES,Pink No Information,0.003100,,0,Common Stock,China,
IGNT,INGEN TECHS INC,Pink No Information,0.000200,,20,Common Stock,USA,California
CMHZ,BANNY COSMIC INTL HLDG,Pink No Information,0.008000,,0,Common Stock,China,Hong Kong
NECA,NEW AMERICA ENERGY CORP,Pink No Information,0.000100,0.000000,2000000,Common Stock,USA,Georgia
WORC,WAKE UP NOW INC,Pink No Information,0.002000,,0,Common Stock,USA,Utah
WTKN,WELLTEK INC,Pink No Information,0.006000,,0,Common Stock,USA,New Jersey
ZHDM,ZHONG HUI DAO MING COPPER,Pink No Information,0.004700,-21.666700,3059,Common Stock,China,
PRHL,PREMIER HOLDING CORP,Pink No Information,0.003300,10.000000,20000,Common Stock,USA,California
THRR,THRESHER INDUSTRIES INC,Pink No Information,0.000100,,0,Common Stock,USA,California
CTPR,CTPARTNERS EXECUTIVE SRCH,Pink No Information,0.000100,,0,Common Stock,,
UNXLQ,UNI-PIXEL INC,Pink No Information,0.000900,0.000000,59312,Common Stock,USA,California
PLFF,ORPHEUM PROPERTY INC,Pink No Information,0.004000,,0,Common Stock,USA,Louisiana
AUTR,AUTRIS,Pink No Information,0.008000,,0,Common Stock,USA,California
MHYR,MANTHEY REDMOND CORP,Pink No Information,0.010000,,0,Common Stock,USA,California
RNVT,RENOVATE NEIGHBORHOODS,Pink No Information,0.012400,,0,Common Stock,USA,Florida
CCGM,CHINA CGAME INC,Pink No Information,0.003100,0.000000,11897,Common Stock,China,
LTUS,LOTUS PHARMS INC,Pink No Information,0.010100,-49.500000,36000,Common Stock,USA,Florida
ANCE,RESTANCE INC,Pink No Information,0.003200,,0,Common Stock,USA,Nevada
PGLO,PAN GLOBAL CORP,Pink No Information,0.007750,7.638900,350,Common Stock,USA,Nevada
EACR,EARN-A-CAR,Pink Current,0.010000,,0,Common Stock,South Africa,
CHCX,CTGX MINING INC,Pink No Information,0.003000,,0,Common Stock,USA,Oklahoma
TBET,TIBET PHARMACEUTICALS INC,Pink No Information,0.003000,,0,Common Stock,,
PDMI,PARADIGM MED INDUS INC,Pink No Information,0.000100,9900.000000,21220,Common Stock,USA,Utah
BORK,BOURQUE INDUSTRIES INC,Pink No Information,0.005000,-16.666700,532129,Common Stock,USA,Arizona
ZICX,ZICIX CORPORATION,Pink No Information,0.016800,8.387100,454549,Common Stock,USA,Texas
TNBI,TANKE BIOSCIENCES CORP,Pink No Information,0.017400,,0,Common Stock,China,
EQTE,EQM TECHS & ENERGY INC,Pink No Information,0.020000,,0,Common Stock,USA,Ohio
RVBR,MARKRAY CORP,Pink No Information,0.016000,,0,Common Stock,USA,California
EENR,ELITE ENERGIES INC,Pink No Information,0.002000,,0,Common Stock,USA,California
CSOC,CADUCEUS SOFTWARE SYS CRP,Pink No Information,0.001800,0.000000,150000,Common Stock,USA,Rhode Island
ITVI,INTERACT-TV INC,Pink No Information,0.000100,,0,Common Stock,USA,Delaware
INAR,INTERNETARRAY INC,Pink No Information,0.000100,,0,Common Stock,USA,New York
HYQC,HYQC INVESTMENT HLDG CO,Pink No Information,0.015000,,0,Common Stock,China,
MCDA,KMA HOLDING INC,Pink No Information,0.014400,,0,Common Stock,USA,Florida
COIL,CITADEL EXPLORATION INC,Pink No Information,0.014000,,0,Common Stock,USA,California
ASFX,AMERICAN SCIENTFC RES,Pink No Information,0.000600,,0,Common Stock,USA,Florida
XCLL,XCELMOBILITY INC,Pink No Information,0.000400,0.000000,120,Common Stock,USA,California
ICBT,ICBS LTD,Pink No Information,0.000100,0.000000,10000000,Common Stock,Canada,Quebec
IWAL,IWALLET CORPORATION,Pink No Information,0.003300,,0,Common Stock,USA,California
ATPT,ALL STATE PPTIES HLDG INC,Pink No Information,0.000100,,0,Common Stock,USA,Utah
ANCSQ,AMERICAN CONSUMERS INC,Pink No Information,0.000500,,0,Common Stock,USA,Georgia
QEDN,QED CONNECT INC,Pink No Information,0.000200,0.000000,4330019,Common Stock,USA,Florida
BANI,BANNEKER INC,Pink No Information,0.000100,,0,Common Stock,USA,Florida
ORSX,ORSUS XELENT TECHS NEW,Pink No Information,0.006000,,0,Common Stock,China,
ENTI,ENCOUNTER TECHS INC,Pink No Information,0.000100,,0,Common Stock,USA,Oklahoma
SMCE,SMC ENTERTAINMENT INC,Pink No Information,0.002300,,0,Common Stock,USA,California
PBHG,PBS HOLDING INC,Pink Limited,0.000600,0.000000,300000,Common Stock,USA,Wyoming
MTMW,MATMOWN INC,Pink No Information,0.005700,,0,Common Stock,USA,Nevada
OCLG,ONCOLOGIX TECH INC,Pink No Information,0.000300,0.000000,285715,Common Stock,USA,Michigan
EMPO,EMPOWERED PRODUCTS INC,Pink No Information,0.003000,,0,Common Stock,USA,Nevada
GRHY,GREEN HYGIENICS INC,Pink No Information,0.000200,,0,Common Stock,USA,Nevada
CBDD,CBD OF DENVER INC,Pink Current,0.001100,0.000000,12070200,Common Stock,USA,Colorado
GAHC,GLOBAL ARENA HLDG INC,Pink Current,0.003200,0.000000,8095583,Common Stock,USA,New York
CTLE,NANO LABS CORP,Pink Limited,0.000200,100.000000,1766666,Common Stock,Mexico,
GCLL,GREENCELL INC,Pink No Information,0.001010,,0,Common Stock,USA,New York
MNDP,MUNDUS GROUP INC,Pink No Information,0.000200,,0,Common Stock,USA,Nevada
SQCC,SQUARE CHAIN CORP,Pink No Information,0.011800,,0,Common Stock,USA,California
MCTH,MEDICAL CONNECTIONS H NEW,Pink No Information,0.009000,,0,Common Stock,USA,Florida
SING,SINGLEPOINT INC,Pink Current,0.002700,0.000000,9469016,Common Stock,USA,Arizona
HHGI,HAWAIIAN HOSPITALITY GRP,Pink No Information,0.020000,,0,Common Stock,USA,Hawaii
FRNV,FRONTERA INVESTMENT INC,Pink No Information,0.003300,,0,Common Stock,USA,California
